%time,field.header.seq,field.header.stamp,field.header.frame_id,field.child_frame_id,field.transform.translation.x,field.transform.translation.y,field.transform.translation.z,field.transform.rotation.x,field.transform.rotation.y,field.transform.rotation.z,field.transform.rotation.w
1548944159857509077,36243,1548944159857509077,/world,vicon/target3/target3,0.429164099405,-0.973083252092,1.2144015913,-0.0609640859999,0.0101190255429,0.988492734307,-0.138069184694
1548944159862521919,36244,1548944159862521919,/world,vicon/target3/target3,0.426588571807,-0.973278392869,1.21464830393,-0.0677233554629,0.00485611418378,0.988862816763,-0.132439778402
1548944159867533841,36245,1548944159867533841,/world,vicon/target3/target3,0.423348642764,-0.973014095761,1.21434626146,-0.0680719310694,0.00892217809637,0.987942715243,-0.138765263434
1548944159872557271,36246,1548944159872557271,/world,vicon/target3/target3,0.421377017129,-0.973133751376,1.21464028612,-0.066473644417,0.00865587068456,0.988049962966,-0.13879337586
1548944159877595797,36247,1548944159877595797,/world,vicon/target3/target3,0.418375334108,-0.972851749587,1.21454944269,-0.0682800297118,0.00659721961216,0.988113587172,-0.137571265464
1548944159882564975,36248,1548944159882564975,/world,vicon/target3/target3,0.415663449745,-0.973328515419,1.21455668573,-0.0678626551554,0.0071368832976,0.987910738477,-0.139198052193
1548944159887525635,36249,1548944159887525635,/world,vicon/target3/target3,0.412831777729,-0.973116715516,1.21457522275,-0.0661217776153,0.00844166680552,0.988135700891,-0.13836359858
1548944159892519689,36250,1548944159892519689,/world,vicon/target3/target3,0.410197762236,-0.973157717453,1.214667516,-0.0679503450265,0.00771024803947,0.987614503222,-0.141212236407
1548944159897521782,36251,1548944159897521782,/world,vicon/target3/target3,0.407460268792,-0.973066916982,1.21486897113,-0.0686465012906,0.00688703625728,0.987592473304,-0.141072085352
1548944159902539911,36252,1548944159902539911,/world,vicon/target3/target3,0.404534908697,-0.973348824954,1.21478103439,-0.06867407189,0.00589286141331,0.987413468995,-0.142350930037
1548944159907539667,36253,1548944159907539667,/world,vicon/target3/target3,0.401694969061,-0.973190845005,1.21475940462,-0.0646669929739,0.00718387119183,0.987883154798,-0.140902251508
1548944159912546476,36254,1548944159912546476,/world,vicon/target3/target3,0.39889830973,-0.973177050253,1.21484866856,-0.065680785862,0.00872565044665,0.987492543143,-0.143067727425
1548944159917438377,36255,1548944159917438377,/world,vicon/target3/target3,0.395658995807,-0.97302164347,1.21481821309,-0.0700643155257,0.00649336686888,0.987286761926,-0.14252605938
1548944159922529056,36256,1548944159922529056,/world,vicon/target3/target3,0.392719851892,-0.973182783681,1.21472070254,-0.0675256737965,0.00754445382256,0.987349550078,-0.143262802416
